ID,Name,Sex,Age,NOC,Games,Year,Season,City,Sport,Swim Event,Medal,Last_Name,Order,Start,End
46006,Harold Hampton Hardwick,0,23,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 400 metres Freestyle,Bronze,HARDWICK,2915,1912,1912
46006,Harold Hampton Hardwick,0,23,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,,HARDWICK,2915,1912,1912
46006,Harold Hampton Hardwick,0,23,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,HARDWICK,2915,1912,1912
46968,Cecil Patrick Healy,0,30,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 400 metres Freestyle,,HEALY,2995,1906,1912
46968,Cecil Patrick Healy,0,30,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,HEALY,2995,1906,1912
46968,Cecil Patrick Healy,0,30,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,Silver,HEALY,2995,1906,1912
131941,Wilhelmina Mina Wylie,1,20,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,Silver,WYLIE,8501,1912,1912
7809,Georgina Bardach Martin,1,28,ARG,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,,MARTIN,4850,2000,2012
7809,Georgina Bardach Martin,1,24,ARG,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Individual Medley,,MARTIN,4850,2000,2012
7809,Georgina Bardach Martin,1,24,ARG,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Individual Medley,,MARTIN,4850,2000,2012
7809,Georgina Bardach Martin,1,20,ARG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,,MARTIN,4850,2000,2012
7809,Georgina Bardach Martin,1,20,ARG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,Bronze,MARTIN,4850,2000,2012
7809,Georgina Bardach Martin,1,20,ARG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Butterfly,,MARTIN,4850,2000,2012
7809,Georgina Bardach Martin,1,17,ARG,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Individual Medley,,MARTIN,4850,2000,2012
17715,Jeannette Morven Campbell Peper,1,20,ARG,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Freestyle,Silver,PEPER,5969,1936,1936
135260,Victoriano Alberto Zorrilla,0,22,ARG,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,,ZORRILLA,8744,1924,1928
135260,Victoriano Alberto Zorrilla,0,22,ARG,1928 Summer,1928,Summer,Amsterdam,Swimming,"Swimming Men's 1,500 metres Freestyle",,ZORRILLA,8744,1924,1928
135260,Victoriano Alberto Zorrilla,0,22,ARG,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 400 metres Freestyle,Gold,ZORRILLA,8744,1924,1928
135260,Victoriano Alberto Zorrilla,0,22,ARG,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 100 metres Freestyle,,ZORRILLA,8744,1924,1928
135260,Victoriano Alberto Zorrilla,0,18,ARG,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,,ZORRILLA,8744,1924,1928
135260,Victoriano Alberto Zorrilla,0,18,ARG,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,,ZORRILLA,8744,1924,1928
135260,Victoriano Alberto Zorrilla,0,18,ARG,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 100 metres Freestyle,,ZORRILLA,8744,1924,1928
465,Matthew Matt Abood,0,30,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,ABOOD,18,2016,2016
465,Matthew Matt Abood,0,30,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,,ABOOD,18,2016,2016
4145,Janice Jan Andrew Thornett,1,16,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Butterfly,Bronze,THORNETT,7770,1960,1960
4145,Janice Jan Andrew Thornett,1,16,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,THORNETT,7770,1960,1960
5158,Duncan John DArcy Armstrong,0,24,AUS,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,,ARMSTRONG,315,1988,1992
5158,Duncan John DArcy Armstrong,0,20,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,,ARMSTRONG,315,1988,1992
5158,Duncan John DArcy Armstrong,0,20,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,Gold,ARMSTRONG,315,1988,1992
5158,Duncan John DArcy Armstrong,0,20,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,Silver,ARMSTRONG,315,1988,1992
5577,Jessica Ashwood,1,23,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,,ASHWOOD,341,2012,2016
5577,Jessica Ashwood,1,23,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,,ASHWOOD,341,2012,2016
5577,Jessica Ashwood,1,23,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,ASHWOOD,341,2012,2016
5577,Jessica Ashwood,1,19,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,,ASHWOOD,341,2012,2016
6934,Angie Lee Bainbridge,1,22,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,BAINBRIDGE,438,2008,2012
6934,Angie Lee Bainbridge,1,18,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,BAINBRIDGE,438,2008,2012
8051,Bronte Amelia Arnold Barratt,1,27,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,,BARRATT,520,2008,2016
8051,Bronte Amelia Arnold Barratt,1,27,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,BARRATT,520,2008,2016
8051,Bronte Amelia Arnold Barratt,1,23,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,BARRATT,520,2008,2016
8051,Bronte Amelia Arnold Barratt,1,23,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Freestyle,Bronze,BARRATT,520,2008,2016
8051,Bronte Amelia Arnold Barratt,1,23,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,,BARRATT,520,2008,2016
8051,Bronte Amelia Arnold Barratt,1,19,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,,BARRATT,520,2008,2016
8051,Bronte Amelia Arnold Barratt,1,19,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,BARRATT,520,2008,2016
8051,Bronte Amelia Arnold Barratt,1,19,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,,BARRATT,520,2008,2016
9094,Francis Joseph Edmund Frank De Beaurepaire,0,32,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,BEAUREPAIRE,571,1908,1924
9094,Francis Joseph Edmund Frank De Beaurepaire,0,32,AUS,1924 Summer,1924,Summer,Paris,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,BEAUREPAIRE,571,1908,1924
9094,Francis Joseph Edmund Frank De Beaurepaire,0,32,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,,BEAUREPAIRE,571,1908,1924
9094,Francis Joseph Edmund Frank De Beaurepaire,0,28,AUS,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 400 metres Freestyle,,BEAUREPAIRE,571,1908,1924
9094,Francis Joseph Edmund Frank De Beaurepaire,0,28,AUS,1920 Summer,1920,Summer,Antwerpen,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,BEAUREPAIRE,571,1908,1924
9094,Francis Joseph Edmund Frank De Beaurepaire,0,28,AUS,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,BEAUREPAIRE,571,1908,1924
9241,Amber Gerganiya Beckitt Shelley,1,19,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,SHELLEY,7077,1956,1960
9241,Amber Gerganiya Beckitt Shelley,1,19,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Backstroke,,SHELLEY,7077,1956,1960
9241,Amber Gerganiya Beckitt Shelley,1,15,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Backstroke,,SHELLEY,7077,1956,1960
9645,Lynette Lyn Bell Chipchase,1,21,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Freestyle,,CHIPCHASE,1363,1964,1968
9645,Lynette Lyn Bell Chipchase,1,21,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,,CHIPCHASE,1363,1964,1968
9645,Lynette Lyn Bell Chipchase,1,21,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,,CHIPCHASE,1363,1964,1968
9645,Lynette Lyn Bell Chipchase,1,21,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,CHIPCHASE,1363,1964,1968
9645,Lynette Lyn Bell Chipchase,1,17,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,CHIPCHASE,1363,1964,1968
9645,Lynette Lyn Bell Chipchase,1,17,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Freestyle,,CHIPCHASE,1363,1964,1968
10592,Glenn Stuart Beringen,0,19,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,Silver,BERINGEN,663,1984,1984
10592,Glenn Stuart Beringen,0,19,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,,BERINGEN,663,1984,1984
10804,Kevin John Berry,0,19,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,BERRY,685,1960,1964
10804,Kevin John Berry,0,19,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Butterfly,Gold,BERRY,685,1960,1964
10804,Kevin John Berry,0,15,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,BERRY,685,1960,1964
10804,Kevin John Berry,0,15,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Butterfly,,BERRY,685,1960,1964
15006,Graeme Thomas Brewer,0,25,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,,BREWER,973,1980,1984
15006,Graeme Thomas Brewer,0,21,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,,BREWER,973,1980,1984
15006,Graeme Thomas Brewer,0,21,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Freestyle,,BREWER,973,1980,1984
15006,Graeme Thomas Brewer,0,21,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,,BREWER,973,1980,1984
15006,Graeme Thomas Brewer,0,21,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Freestyle,Bronze,BREWER,973,1980,1984
15177,Grant Tyson Brits,0,20,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,BRITS,989,2008,2008
15266,Leith Brodie,0,22,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,,BRODIE,998,2008,2008
15266,Leith Brodie,0,22,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,BRODIE,998,2008,2008
15266,Leith Brodie,0,22,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,BRODIE,998,2008,2008
15387,Neil Brooks,0,22,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,BROOKS,1001,1980,1984
15387,Neil Brooks,0,22,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,BROOKS,1001,1980,1984
15387,Neil Brooks,0,17,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,,BROOKS,1001,1980,1984
15387,Neil Brooks,0,17,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,BROOKS,1001,1980,1984
15433,Gregory John Greg Brough,0,17,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 400 metres Freestyle,,BROUGH,1006,1968,1968
15433,Gregory John Greg Brough,0,17,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,BROUGH,1006,1968,1968
16009,Glenn Robert Buchanan,0,21,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,Bronze,BUCHANAN,1051,1984,1984
16009,Glenn Robert Buchanan,0,21,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,BUCHANAN,1051,1984,1984
16774,William Charles Burton,0,18,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Breaststroke,,BURTON,1097,1960,1960
16774,William Charles Burton,0,18,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,BURTON,1097,1960,1960
17494,Ashley John Callus,0,29,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,,CALLUS,1145,2000,2008
17494,Ashley John Callus,0,29,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,CALLUS,1145,2000,2008
17494,Ashley John Callus,0,25,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,,CALLUS,1145,2000,2008
17494,Ashley John Callus,0,25,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,,CALLUS,1145,2000,2008
17494,Ashley John Callus,0,25,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 50 metres Freestyle,,CALLUS,1145,2000,2008
17494,Ashley John Callus,0,21,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,CALLUS,1145,2000,2008
17510,Dyana Jane Calub,1,24,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,CALUB,1146,2000,2000
17510,Dyana Jane Calub,1,24,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,,CALUB,1146,2000,2000
17510,Dyana Jane Calub,1,24,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Backstroke,,CALUB,1146,2000,2000
17684,Bronte Campbell,1,22,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,,CAMPBELL,1162,2012,2016
17684,Bronte Campbell,1,22,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,,CAMPBELL,1162,2012,2016
17684,Bronte Campbell,1,22,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,CAMPBELL,1162,2012,2016
17684,Bronte Campbell,1,18,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,,CAMPBELL,1162,2012,2016
17687,Cate Natalie Campbell,1,24,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,,CAMPBELL,1163,2008,2016
17687,Cate Natalie Campbell,1,24,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,,CAMPBELL,1163,2008,2016
17687,Cate Natalie Campbell,1,24,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,CAMPBELL,1163,2008,2016
17687,Cate Natalie Campbell,1,24,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,CAMPBELL,1163,2008,2016
17687,Cate Natalie Campbell,1,20,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,CAMPBELL,1163,2008,2016
17687,Cate Natalie Campbell,1,20,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,,CAMPBELL,1163,2008,2016
17687,Cate Natalie Campbell,1,16,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,Bronze,CAMPBELL,1163,2008,2016
17687,Cate Natalie Campbell,1,16,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,,CAMPBELL,1163,2008,2016
17687,Cate Natalie Campbell,1,16,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,CAMPBELL,1163,2008,2016
18582,Julian Paul Carroll,0,17,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,CARROLL,1213,1960,1960
19603,Kyle Chalmers,0,18,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,CHALMERS,1285,2016,2016
19603,Kyle Chalmers,0,18,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Gold,CHALMERS,1285,2016,2016
19603,Kyle Chalmers,0,18,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,CHALMERS,1285,2016,2016
19844,Gary Arthur Chapman,0,19,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Bronze,CHAPMAN,1305,1956,1956
19844,Gary Arthur Chapman,0,19,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,CHAPMAN,1305,1956,1956
19920,Andrew Murray Boy Charlton,0,24,AUS,1932 Summer,1932,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",,CHARLTON,1309,1924,1932
19920,Andrew Murray Boy Charlton,0,24,AUS,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,,CHARLTON,1309,1924,1932
19920,Andrew Murray Boy Charlton,0,20,AUS,1928 Summer,1928,Summer,Amsterdam,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,CHARLTON,1309,1924,1932
19920,Andrew Murray Boy Charlton,0,20,AUS,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 400 metres Freestyle,Silver,CHARLTON,1309,1924,1932
19920,Andrew Murray Boy Charlton,0,16,AUS,1924 Summer,1924,Summer,Paris,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,CHARLTON,1309,1924,1932
19920,Andrew Murray Boy Charlton,0,16,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,CHARLTON,1309,1924,1932
19920,Andrew Murray Boy Charlton,0,16,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,Bronze,CHARLTON,1309,1924,1932
21314,Maurice Froomes Moss Christie,0,21,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 100 metres Freestyle,,CHRISTIE,1381,1924,1924
21314,Maurice Froomes Moss Christie,0,21,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,,CHRISTIE,1381,1924,1924
21314,Maurice Froomes Moss Christie,0,21,AUS,1924 Summer,1924,Summer,Paris,Swimming,"Swimming Men's 1,500 metres Freestyle",,CHRISTIE,1381,1924,1924
21314,Maurice Froomes Moss Christie,0,21,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,CHRISTIE,1381,1924,1924
22545,Alva Merlin Colquhoun,1,18,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,COLQUHOUN,1472,1960,1960
22865,Tamsin Cook,1,17,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,COOK,1494,2016,2016
22865,Tamsin Cook,1,17,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,,COOK,1494,2016,2016
22865,Tamsin Cook,1,17,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,,COOK,1494,2016,2016
22923,Bradford Paul Brad Cooper,0,18,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 400 metres Freestyle,Gold,COOPER,1505,1972,1972
22923,Bradford Paul Brad Cooper,0,18,AUS,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",,COOPER,1505,1972,1972
22923,Bradford Paul Brad Cooper,0,18,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,,COOPER,1505,1972,1972
22923,Bradford Paul Brad Cooper,0,18,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Backstroke,,COOPER,1505,1972,1972
22923,Bradford Paul Brad Cooper,0,18,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay,,COOPER,1505,1972,1972
23519,Alicia Jayne Coutts,1,28,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,,COUTTS,1550,2008,2016
23519,Alicia Jayne Coutts,1,24,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,COUTTS,1550,2008,2016
23519,Alicia Jayne Coutts,1,24,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,Silver,COUTTS,1550,2008,2016
23519,Alicia Jayne Coutts,1,24,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,Bronze,COUTTS,1550,2008,2016
23519,Alicia Jayne Coutts,1,24,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,COUTTS,1550,2008,2016
23519,Alicia Jayne Coutts,1,24,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,COUTTS,1550,2008,2016
23519,Alicia Jayne Coutts,1,20,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Individual Medley,,COUTTS,1550,2008,2016
23694,Lorraine Joyce Crapp Thurlow,1,21,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,THURLOW,7776,1956,1960
23694,Lorraine Joyce Crapp Thurlow,1,18,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Freestyle,Silver,THURLOW,7776,1956,1960
23694,Lorraine Joyce Crapp Thurlow,1,18,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 400 metres Freestyle,Gold,THURLOW,7776,1956,1960
23694,Lorraine Joyce Crapp Thurlow,1,18,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,THURLOW,7776,1956,1960
24435,Robert Stephen Cusack,0,17,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Butterfly,,CUSACK,1602,1968,1968
24435,Robert Stephen Cusack,0,17,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,CUSACK,1602,1968,1968
24435,Robert Stephen Cusack,0,17,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Butterfly,,CUSACK,1602,1968,1968
