ID,Name,Sex,Age,NOC,Games,Year,Season,City,Sport,Event,Medal
122783,Jan Turner (-Becker),F,19.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
122783,Jan Turner (-Becker),F,19.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Butterfly,
124757,Jacinta Van Lint,F,22.0,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
128974,"Joshua John ""Josh"" Watson",M,27.0,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Backstroke,
128974,"Joshua John ""Josh"" Watson",M,23.0,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,
128974,"Joshua John ""Josh"" Watson",M,23.0,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
128978,"Lynette Pamela ""Lynne"" Watson (-Bates)",F,15.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,
128978,"Lynette Pamela ""Lynne"" Watson (-Bates)",F,15.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
128978,"Lynette Pamela ""Lynne"" Watson (-Bates)",F,15.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Backstroke,
128978,"Lynette Pamela ""Lynne"" Watson (-Bates)",F,15.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Backstroke,
128978,"Lynette Pamela ""Lynne"" Watson (-Bates)",F,15.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
129561,"Matthew James ""Matt"" Welsh",M,27.0,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Backstroke,
129561,"Matthew James ""Matt"" Welsh",M,27.0,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Backstroke,
129561,"Matthew James ""Matt"" Welsh",M,27.0,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
129561,"Matthew James ""Matt"" Welsh",M,23.0,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,Silver
129561,"Matthew James ""Matt"" Welsh",M,23.0,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Backstroke,Bronze
129561,"Matthew James ""Matt"" Welsh",M,23.0,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
129606,"Michael Vincent ""Mike"" Wenden",M,22.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 100 metres Freestyle,
129606,"Michael Vincent ""Mike"" Wenden",M,22.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Freestyle,
129606,"Michael Vincent ""Mike"" Wenden",M,22.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
129606,"Michael Vincent ""Mike"" Wenden",M,22.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
129606,"Michael Vincent ""Mike"" Wenden",M,18.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,Gold
129606,"Michael Vincent ""Mike"" Wenden",M,18.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,Gold
129606,"Michael Vincent ""Mike"" Wenden",M,18.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
129606,"Michael Vincent ""Mike"" Wenden",M,18.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
129606,"Michael Vincent ""Mike"" Wenden",M,18.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
129993,Graham Ross White,M,21.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Freestyle,
129993,Graham Ross White,M,21.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 400 metres Freestyle,
129993,Graham Ross White,M,21.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",
129993,Graham Ross White,M,21.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
129993,Graham Ross White,M,21.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
129993,Graham Ross White,M,17.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 400 metres Freestyle,
129993,Graham Ross White,M,17.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,"Swimming Men's 1,500 metres Freestyle",
129993,Graham Ross White,M,17.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
130022,Tarnee Renee White (-Southwell),F,27.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Breaststroke,
130022,Tarnee Renee White (-Southwell),F,27.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
130022,Tarnee Renee White (-Southwell),F,19.0,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,
130022,Tarnee Renee White (-Southwell),F,19.0,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
130057,Beverley Joy Whitfield,F,18.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Breaststroke,Bronze
130057,Beverley Joy Whitfield,F,18.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Breaststroke,Gold
130057,Beverley Joy Whitfield,F,18.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
130864,"Madison ""Madi"" Wilson",F,22.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
130864,"Madison ""Madi"" Wilson",F,22.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,
130864,"Madison ""Madi"" Wilson",F,22.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
130865,Marilyn Joy Wilson (-Young),F,17.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Backstroke,
130865,Marilyn Joy Wilson (-Young),F,17.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
130954,Graham Claude Windeatt,M,21.0,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Freestyle,
130954,Graham Claude Windeatt,M,21.0,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 400 metres Freestyle,
130954,Graham Claude Windeatt,M,21.0,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
130954,Graham Claude Windeatt,M,18.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 400 metres Freestyle,
130954,Graham Claude Windeatt,M,18.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
130954,Graham Claude Windeatt,M,18.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
130954,Graham Claude Windeatt,M,18.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 400 metres Individual Medley,
130964,"Robert George ""Bob"" Windle",M,23.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,
130964,"Robert George ""Bob"" Windle",M,23.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,
130964,"Robert George ""Bob"" Windle",M,23.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
130964,"Robert George ""Bob"" Windle",M,23.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
130964,"Robert George ""Bob"" Windle",M,19.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 400 metres Freestyle,
130964,"Robert George ""Bob"" Windle",M,19.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
130964,"Robert George ""Bob"" Windle",M,19.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
130964,"Robert George ""Bob"" Windle",M,19.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
131459,Allan Frederick Wood,M,21.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 400 metres Freestyle,Bronze
131459,Allan Frederick Wood,M,21.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
131459,Allan Frederick Wood,M,21.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
131459,Allan Frederick Wood,M,17.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
131517,"Robert ""Rob"" Woodhouse",M,22.0,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Individual Medley,
131517,"Robert ""Rob"" Woodhouse",M,22.0,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Individual Medley,
131517,"Robert ""Rob"" Woodhouse",M,18.0,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,
131517,"Robert ""Rob"" Woodhouse",M,18.0,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
968,"Margarete ""Grete"" Adler",F,16.0,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,
968,"Margarete ""Grete"" Adler",F,16.0,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
48195,Otto Herschmann,M,19.0,AUT,1896 Summer,1896,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,Silver
56234,Mirna Jukic,F,22.0,AUT,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Breaststroke,Bronze
56234,Mirna Jukic,F,22.0,AUT,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,
56234,Mirna Jukic,F,18.0,AUT,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,
56234,Mirna Jukic,F,18.0,AUT,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,
79775,Klara Milch (-Durst),F,20.0,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,
79775,Klara Milch (-Durst),F,20.0,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
85477,Paul Neumann (-Newman),M,20.0,AUT,1896 Summer,1896,Summer,Athina,Swimming,Swimming Men's 500 metres Freestyle,Gold
85477,Paul Neumann (-Newman),M,20.0,AUT,1896 Summer,1896,Summer,Athina,Swimming,"Swimming Men's 1,200 metres Freestyle",
101924,Markus Antonius Rogan,M,30.0,AUT,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
101924,Markus Antonius Rogan,M,30.0,AUT,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Individual Medley,
101924,Markus Antonius Rogan,M,26.0,AUT,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
101924,Markus Antonius Rogan,M,26.0,AUT,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Backstroke,
101924,Markus Antonius Rogan,M,26.0,AUT,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Backstroke,
101924,Markus Antonius Rogan,M,22.0,AUT,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Backstroke,Silver
101924,Markus Antonius Rogan,M,22.0,AUT,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Backstroke,Silver
101924,Markus Antonius Rogan,M,18.0,AUT,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,
101924,Markus Antonius Rogan,M,18.0,AUT,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Backstroke,
103182,Karl August Ruberl,M,18.0,AUT,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Freestyle,Bronze
103182,Karl August Ruberl,M,18.0,AUT,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Backstroke,Silver
103182,Karl August Ruberl,M,18.0,AUT,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Obstacle Course,
106659,Otto Scheff (Sochaczewsky-),M,18.0,AUT,1908 Summer,1908,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,
106659,Otto Scheff (Sochaczewsky-),M,18.0,AUT,1908 Summer,1908,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,Bronze
106659,Otto Scheff (Sochaczewsky-),M,18.0,AUT,1908 Summer,1908,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",
106659,Otto Scheff (Sochaczewsky-),M,16.0,AUT,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's 400 metres Freestyle,Gold
106659,Otto Scheff (Sochaczewsky-),M,16.0,AUT,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's One Mile Freestyle,Bronze
106659,Otto Scheff (Sochaczewsky-),M,16.0,AUT,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,
115205,"Josefine ""Fini"" Sticker",F,17.0,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,
115205,"Josefine ""Fini"" Sticker",F,17.0,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
127950,Otto Wahle,M,24.0,AUT,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's 440 yard Freestyle,Bronze
127950,Otto Wahle,M,24.0,AUT,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's 880 yard Freestyle,
127950,Otto Wahle,M,24.0,AUT,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's One Mile Freestyle,
127950,Otto Wahle,M,20.0,AUT,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Freestyle,
127950,Otto Wahle,M,20.0,AUT,1900 Summer,1900,Summer,Paris,Swimming,"Swimming Men's 1,000 metres Freestyle",Silver
127950,Otto Wahle,M,20.0,AUT,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Obstacle Course,Silver
133707,Berta Zahourek (-Blaha),F,16.0,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,
133707,Berta Zahourek (-Blaha),F,16.0,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
12286,"Grard Blitz, Jr.",M,26.0,BEL,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
12286,"Grard Blitz, Jr.",M,26.0,BEL,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 100 metres Backstroke,
12286,"Grard Blitz, Jr.",M,22.0,BEL,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 100 metres Backstroke,
12286,"Grard Blitz, Jr.",M,18.0,BEL,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Freestyle,
12286,"Grard Blitz, Jr.",M,18.0,BEL,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
12286,"Grard Blitz, Jr.",M,18.0,BEL,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Backstroke,Bronze
26053,Joseph De Combe,M,26.0,BEL,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 200 metres Breaststroke,
26053,Joseph De Combe,M,22.0,BEL,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 200 metres Breaststroke,Silver
26898,"Frdrik Edouard Robert ""Fred"" Deburghgraeve",M,23.0,BEL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Breaststroke,Gold
26898,"Frdrik Edouard Robert ""Fred"" Deburghgraeve",M,23.0,BEL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Breaststroke,
26898,"Frdrik Edouard Robert ""Fred"" Deburghgraeve",M,19.0,BEL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,
26898,"Frdrik Edouard Robert ""Fred"" Deburghgraeve",M,19.0,BEL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Breaststroke,
26898,"Frdrik Edouard Robert ""Fred"" Deburghgraeve",M,19.0,BEL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
39666,va Grard-Novk,F,26.0,BEL,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 200 metres Breaststroke,
68675,Ingrid Lempereur,F,19.0,BEL,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Breaststroke,
68675,Ingrid Lempereur,F,19.0,BEL,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Breaststroke,
68675,Ingrid Lempereur,F,15.0,BEL,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Breaststroke,
68675,Ingrid Lempereur,F,15.0,BEL,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
120388,Pieter Timmers,M,28.0,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Silver
120388,Pieter Timmers,M,28.0,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
120388,Pieter Timmers,M,28.0,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
120388,Pieter Timmers,M,24.0,BEL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,
120388,Pieter Timmers,M,24.0,BEL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
120388,Pieter Timmers,M,24.0,BEL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
39672,Aleksandra Viktorovna Gerasimenya,F,30.0,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,Bronze
39672,Aleksandra Viktorovna Gerasimenya,F,30.0,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
39672,Aleksandra Viktorovna Gerasimenya,F,26.0,BLR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,Silver
39672,Aleksandra Viktorovna Gerasimenya,F,26.0,BLR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,Silver
39672,Aleksandra Viktorovna Gerasimenya,F,26.0,BLR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
39672,Aleksandra Viktorovna Gerasimenya,F,26.0,BLR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,
39672,Aleksandra Viktorovna Gerasimenya,F,22.0,BLR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
39672,Aleksandra Viktorovna Gerasimenya,F,22.0,BLR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,
103276,Yelena Grigoryevna Rudkovskaya,F,23.0,BLR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,
13462,Gustavo Frana Borges,M,31.0,BRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
13462,Gustavo Frana Borges,M,27.0,BRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Freestyle,
13462,Gustavo Frana Borges,M,27.0,BRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
13462,Gustavo Frana Borges,M,27.0,BRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
13462,Gustavo Frana Borges,M,23.0,BRA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,
13462,Gustavo Frana Borges,M,23.0,BRA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,Bronze
13462,Gustavo Frana Borges,M,23.0,BRA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Freestyle,Silver
13462,Gustavo Frana Borges,M,23.0,BRA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
13462,Gustavo Frana Borges,M,19.0,BRA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 50 metres Freestyle,
13462,Gustavo Frana Borges,M,19.0,BRA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,Silver
13462,Gustavo Frana Borges,M,19.0,BRA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Freestyle,
13462,Gustavo Frana Borges,M,19.0,BRA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
13462,Gustavo Frana Borges,M,19.0,BRA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
21544,Csar Augusto Cielo Filho,M,25.0,BRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 50 metres Freestyle,Bronze
21544,Csar Augusto Cielo Filho,M,25.0,BRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,
21544,Csar Augusto Cielo Filho,M,21.0,BRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,Gold
21544,Csar Augusto Cielo Filho,M,21.0,BRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,Bronze
21544,Csar Augusto Cielo Filho,M,21.0,BRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
27269,Cyro Marques Delgado,M,23.0,BRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,
27269,Cyro Marques Delgado,M,23.0,BRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Freestyle,
27269,Cyro Marques Delgado,M,23.0,BRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
27269,Cyro Marques Delgado,M,23.0,BRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
27269,Cyro Marques Delgado,M,23.0,BRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
27269,Cyro Marques Delgado,M,19.0,BRA,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,
27269,Cyro Marques Delgado,M,19.0,BRA,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Freestyle,
27269,Cyro Marques Delgado,M,19.0,BRA,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
27269,Cyro Marques Delgado,M,19.0,BRA,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
29609,Manuel dos Santos Filho,M,21.0,BRA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Freestyle,Bronze
54085,Carlos Alberto Borges Jayme,M,24.0,BRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
54085,Carlos Alberto Borges Jayme,M,24.0,BRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
54085,Carlos Alberto Borges Jayme,M,20.0,BRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
68536,Jorge Luiz Fernandes Leite,M,26.0,BRA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 50 metres Freestyle,
68536,Jorge Luiz Fernandes Leite,M,26.0,BRA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Freestyle,
68536,Jorge Luiz Fernandes Leite,M,26.0,BRA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
68536,Jorge Luiz Fernandes Leite,M,26.0,BRA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
68536,Jorge Luiz Fernandes Leite,M,22.0,BRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Freestyle,
68536,Jorge Luiz Fernandes Leite,M,22.0,BRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
68536,Jorge Luiz Fernandes Leite,M,22.0,BRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
68536,Jorge Luiz Fernandes Leite,M,18.0,BRA,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,
68536,Jorge Luiz Fernandes Leite,M,18.0,BRA,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Freestyle,
68536,Jorge Luiz Fernandes Leite,M,18.0,BRA,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
68536,Jorge Luiz Fernandes Leite,M,18.0,BRA,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
73244,Djan Garrido Madruga,M,25.0,BRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
73244,Djan Garrido Madruga,M,25.0,BRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
73244,Djan Garrido Madruga,M,25.0,BRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,
