ID,Name,Sex,Age,NOC,Games,Year,Season,City,Sport,Event,Medal,Last_Name,Order,Start,End
94379,Frank Pftze,0,17,GER,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Freestyle,,Pftze,4870,1976,1980
94379,Frank Pftze,0,17,GER,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 400 metres Freestyle,,Pftze,4870,1976,1980
94379,Frank Pftze,0,17,GER,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,,Pftze,4870,1976,1980
94673,Silke Pielen Rogatko,1,16,GER,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,Rogatko,5292,1972,1972
94673,Silke Pielen Rogatko,1,16,GER,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,,Rogatko,5292,1972,1972
94676,Christiane Pielke,1,25,GER,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 50 metres Freestyle,,Pielke,4893,1984,1988
94676,Christiane Pielke,1,25,GER,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Freestyle,,Pielke,4893,1984,1988
94676,Christiane Pielke,1,25,GER,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,,Pielke,4893,1984,1988
94676,Christiane Pielke,1,21,GER,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,Pielke,4893,1984,1988
94676,Christiane Pielke,1,21,GER,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Individual Medley,,Pielke,4893,1984,1988
94978,Mark Pinger,0,26,GER,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Pinger,4913,1992,1996
