ID,FirstYear,LastYear
47643,1968,1968
47648,2000,2000
47668,1984,1984
47676,1912,1924
47677,1960,1968
47689,1968,1968
47691,2008,2008
47696,1956,1960
47707,1908,1908
47719,2012,2012
47737,1920,1920
47739,1924,1924
47749,2004,2004
47757,2000,2000
47761,1900,1906
47777,1988,1988
47781,2016,2016
47812,1984,1984
47815,2012,2012
47820,1920,1920
47832,1952,1952
47848,1972,1972
47849,1968,1968
47853,2000,2008
47854,1996,2000
47873,1996,2000
47890,1964,1964
47924,2012,2012
47928,1900,1900
47968,1972,1972
48030,2008,2008
48050,2000,2004
48068,1964,1968
48105,1988,1988
48126,1952,1952
48146,1992,1992
48166,1972,1972
48171,2008,2008
48177,2012,2016
48179,1988,1992
48195,1896,1896
48199,2000,2000
48202,2008,2012
48218,2008,2012
48273,1904,1904
48296,1976,1976
48302,1960,1964
48304,2000,2004
48317,1964,1964
48327,1948,1948
48336,1976,1976
48350,1968,1968
48357,1900,1900
48368,2016,2016
48384,1932,1932
48386,1992,2000
48406,1968,1968
48407,1984,1984
48415,1996,2004
48431,1988,1988
48465,1936,1936
48481,1936,1936
48494,1936,1936
48497,2000,2008
48499,2008,2012
48501,1988,1992
48503,1976,1976
48519,2016,2016
48537,1984,1984
48539,2000,2000
48546,1972,1972
48557,1964,1964
48565,1976,1976
48576,1984,1988
48619,1984,1984
48667,2008,2012
48685,1996,2000
48709,1988,1988
48728,1928,1936
48730,2016,2016
48750,2012,2016
48755,1960,1960
48760,1992,1996
48762,1996,2000
48779,1952,1952
48886,2008,2008
48894,1992,1992
48903,2000,2004
48906,2012,2012
48929,1936,1936
48935,2008,2016
48963,2016,2016
48965,1980,1980
49000,1900,1900
49001,1900,1900
49008,1988,1988
49019,2008,2016
49020,2008,2016
49047,1912,1920
49048,1984,1988
49072,1996,1996
49080,2004,2008
49099,1976,1976
49104,2004,2008
49119,1928,1932
49136,1904,1906
49144,1988,1996
49168,1988,1988
49179,1972,1972
49219,1960,1960
49225,1956,1956
49244,1984,1984
49277,2004,2004
49293,1952,1952
49323,1988,1992
49377,1976,1976
49392,1964,1964
49413,1924,1924
49425,1908,1908
49432,1928,1932
49445,1908,1908
49454,1908,1908
49479,1984,1996
49480,1980,1980
49486,1972,1972
49517,1988,1988
49527,1984,1984
49531,1920,1920
49538,2016,2016
49546,1960,1960
49565,2000,2000
49576,1948,1948
49579,1948,1948
49585,1948,1948
49595,1968,1972
49601,1980,1980
49605,2016,2016
49644,1936,1936
49651,1948,1948
49683,2000,2000
49692,1972,1976
49721,1988,1988
49794,1924,1924
49803,1988,1988
49810,1976,1976
49824,1936,1936
49852,1976,1976
49871,1900,1900
49924,2012,2012
49926,1996,1996
49936,1996,2004
49983,1988,1988
49984,2008,2016
49985,1996,1996
49991,2016,2016
49993,1988,1988
50007,1960,1960
50019,1928,1928
50031,1968,1968
50033,1984,1984
50043,1992,1992
50044,2004,2004
50046,2008,2012
50055,2016,2016
50080,2016,2016
50099,1992,2004
50124,2008,2016
50151,1988,1988
50170,2004,2016
50179,2008,2012
50200,2016,2016
50211,2012,2012
50244,1964,1964
50257,1960,1960
50262,1992,1996
50297,2012,2016
50303,2000,2000
50315,2012,2016
50320,1992,1996
50329,1976,1976
50355,1984,1992
50360,1924,1924
50363,1920,1920
50381,2008,2016
50392,1956,1956
50416,1988,1988
50420,1992,1992
50442,1972,1972
50450,1920,1920
50465,1968,1968
50470,2008,2008
50487,1968,1968
50514,2000,2000
50524,1996,2000
50525,1996,2000
50530,2008,2012
50543,2000,2000
50547,1972,1972
50551,1972,1972
50556,2008,2012
50581,2016,2016
50598,1996,2000
50606,1988,1988
50642,2004,2008
50655,1988,1988
50691,1980,1984
50727,2008,2008
50777,1996,2000
50785,1992,1996
50799,1972,1976
50810,2000,2004
50812,1976,1976
50817,1984,1984
50857,1956,1956
50862,1932,1936
50869,1964,1964
50882,2000,2000
50893,2000,2000
50960,1980,1980
50988,1988,1988
50993,1964,1964
50999,1980,1980
51019,1988,1988
51021,1976,1976
51022,1972,1972
51023,1988,1992
51028,1960,1960
51033,2008,2008
51039,2004,2004
51066,2008,2008
51067,1972,1972
51070,1960,1960
51094,1972,1976
51101,1956,1956
51105,1952,1952
51119,2000,2008
51150,1984,1984
51151,1952,1956
51158,2008,2012
51182,2012,2012
51211,2000,2004
51217,2012,2012
51226,2004,2008
51244,2016,2016
51266,1964,1972
51271,1912,1912
51281,2016,2016
51288,2000,2000
51306,1936,1936
51314,1964,1972
51331,1948,1948
51343,1964,1964
51353,1936,1952
51358,1996,2000
51444,2000,2000
51474,1984,1988
51507,2012,2016
51556,2016,2016
51625,1992,1996
51657,2016,2016
51673,2000,2000
51694,2012,2016
51777,2016,2016
51789,1992,1992
51803,1952,1952
51816,2008,2008
51823,1996,2008
51839,1948,1948
51865,2000,2004
51872,1960,1960
51882,2004,2004
51893,1964,1964
51912,1968,1968
51945,1964,1964
51975,2008,2008
51995,2016,2016
52002,2004,2004
52009,2016,2016
52030,1972,1972
52043,1996,1996
52048,2004,2008
52057,1992,1992
52058,1976,1976
52063,1976,1976
52066,2008,2008
52072,1992,2004
52082,2004,2004
52141,1948,1948
52144,2008,2012
52150,1968,1968
52154,2016,2016
52174,1908,1912
52223,1996,1996
52226,1996,1996
52227,2012,2012
52228,2016,2016
52254,1972,1972
52260,1996,1996
52314,1952,1952
52320,2016,2016
52330,2008,2008
52332,2016,2016
52340,1976,1976
52358,2008,2016
52360,1928,1932
52370,1972,1972
52377,2016,2016
52396,1948,1952
52418,2008,2012
52424,1988,1988
52426,2004,2012
52432,2000,2000
52451,1996,1996
52453,1936,1936
52459,1984,1984
52474,2012,2012
52484,1924,1924
52493,1960,1964
52498,1932,1936
52501,1960,1960
52503,1972,1972
52520,1964,1964
52532,1956,1956
52558,2000,2004
52590,2004,2004
52597,2004,2004
52610,2000,2000
52671,2008,2012
52674,1968,1968
52676,1964,1964
52690,1936,1936
52693,1984,1984
52694,1996,1996
52708,1992,1996
52717,1936,1936
52743,1996,1996
52777,1996,1996
52812,2000,2000
52843,1992,1992
52868,1980,1980
52886,1996,1996
52889,1996,1996
52914,1976,1976
52920,1968,1972
52928,2000,2004
52935,2012,2016
52952,1964,1964
52961,1984,1984
52962,1964,1968
52963,1992,1996
52964,1960,1960
53002,2000,2012
53007,2008,2016
53022,1960,1960
53084,1964,1972
53085,2016,2016
53088,1968,1968
53096,1976,1976
53099,1992,1992
53116,2004,2012
53125,1968,1968
53140,2000,2000
53153,1996,1996
53160,1984,1984
53169,1996,1996
53172,1972,1972
53176,1936,1952
53184,2000,2000
53188,1988,1988
53208,1928,1932
53214,1988,2004
53221,1960,1964
53237,1924,1924
53244,2000,2000
53250,1984,1984
53283,2012,2016
53292,1992,1992
53297,1964,1964
53310,1976,1976
53311,1984,1992
53342,2012,2012
53365,1972,1984
53373,2004,2016
53418,1992,2000
53446,2016,2016
53450,2016,2016
53451,1964,1972
53457,1996,1996
53469,1976,1976
53470,2012,2012
53481,1920,1920
53487,1972,1972
53516,1984,1988
53519,1980,1980
53535,2012,2012
53540,1968,1968
53541,1972,1972
53589,2016,2016
53593,1960,1960
53596,2004,2004
53616,2012,2012
53618,2000,2008
53663,1988,1988
53681,2008,2012
53773,1952,1956
53775,2004,2008
53803,1992,1992
53805,1988,1988
53846,1968,1968
53848,2004,2012
53853,1980,1980
53855,1948,1956
53857,1948,1956
53882,1972,1976
53890,1976,1976
53891,2012,2012
53893,1984,1992
53952,1980,1984
53955,1912,1912
53956,1972,1976
53964,1952,1952
53968,1972,1976
53973,1900,1908
53976,1968,1968
53984,1976,1976
53997,2008,2008
54028,1964,1968
54085,2000,2004
54125,1920,1924
54126,1992,2000
54129,1972,1972
54138,1956,1956
54141,2008,2008
54149,2000,2012
54169,1936,1936
54171,2004,2004
54177,1992,1992
54182,1960,1960
54268,1964,1964
54301,1976,1976
54305,1920,1920
54339,1948,1948
54357,1996,1996
54368,1936,1936
54372,1988,1992
54390,2016,2016
54400,1952,1952
54408,1964,1968
54409,2004,2008
54434,1988,1988
54462,1976,1976
54494,1964,1964
54509,2008,2012
54517,2004,2004
54572,1996,1996
54585,2008,2008
54601,2012,2012
54633,1956,1956
54704,2004,2004
54721,1976,1976
54746,2012,2012
54748,1992,1996
54773,1996,2000
54779,2012,2012
54808,2008,2012
54847,1968,1968
54861,1992,1992
54875,1984,1988
54877,2000,2000
54881,1964,1964
54916,1956,1960
54937,1960,1964
54964,1996,1996
54965,2000,2000
54993,1972,1972
55001,2000,2004
55018,2016,2016
55028,1968,1972
55033,2004,2004
55041,1956,1956
55058,2012,2016
55136,1996,1996
55162,2000,2000
55189,1912,1912
55200,1906,1908
55206,1972,1972
55209,2012,2016
55212,1992,1992
55239,1948,1952
55245,1980,1988
55250,1928,1928
55268,1960,1960
55292,1976,1976
55298,1996,2000
55303,2000,2008
55304,1932,1932
55310,1912,1912
55357,1968,1968
55368,1996,1996
55397,1984,1984
55398,1992,1992
55435,1972,1972
55437,1964,1964
55466,1988,1988
55480,1968,1968
55490,1924,1924
55496,1912,1912
55497,1968,1968
55506,1948,1948
55511,1952,1952
55520,2000,2004
55563,1968,1968
55564,1968,1968
55578,1964,1964
55581,2012,2016
55583,1952,1952
55629,1952,1952
55640,2008,2012
55652,1900,1900
55692,2000,2012
55725,1968,1968
55740,1972,1972
55741,1968,1968
55743,1988,1988
55747,1924,1924
55776,2016,2016
55800,1984,1984
55802,1976,1976
55803,1980,1980
55816,1908,1908
55817,1984,1984
55830,1968,1968
55840,1948,1948
55842,1948,1948
55886,1988,1992
55889,1948,1948
55891,2008,2012
55909,1996,1996
55915,1988,1992
55917,1988,1988
55918,1988,1988
56002,1976,1976
56028,1988,1988
56048,2004,2012
56076,2004,2012
56103,1988,1988
56125,1936,1936
56180,1948,1948
56184,1980,1984
56232,2008,2012
56234,2004,2008
56257,1906,1912
56275,2012,2016
56283,1984,1984
56284,1976,1976
56304,1964,1964
56340,1976,1976
56353,2016,2016
56438,2016,2016
56474,1992,1992
56494,1996,1996
56517,2008,2008
56536,1980,1980
56542,1972,1972
56548,2000,2000
56560,1948,1952
56586,1960,1960
56594,1964,1964
56599,1936,1936
56650,1912,1924
56651,1924,1924
56653,1920,1920
56655,1952,1952
56659,1976,1976
56719,1900,1900
56741,1952,1952
56749,2016,2016
56753,1928,1928
56788,1996,2000
56796,2008,2008
56797,1948,1948
56801,2012,2012
56807,1988,1988
56814,1992,1996
56834,1988,1996
56844,1932,1932
56845,1932,1932
56879,1996,2000
56887,2016,2016
56932,1996,2000
56933,1996,2000
56943,2012,2016
56956,2016,2016
56974,2000,2000
57015,2016,2016
57080,2016,2016
57098,2000,2008
57108,1960,1960
57109,1984,1984
57124,1976,1976
57135,2008,2008
57151,1932,1932
57160,2004,2004
57172,1948,1948
57175,1992,1992
57185,2012,2012
57194,2016,2016
57212,2008,2016
57252,1996,2000
57277,1984,1988
57315,2008,2016
57328,2004,2008
57346,1992,1992
57361,2000,2008
57472,2016,2016
57485,2012,2012
57490,2004,2004
57526,1984,1984
57545,1912,1912
57555,1948,1948
57581,2008,2008
57595,1936,1936
57598,1996,1996
57606,1932,1932
57628,1992,1992
57643,1992,1996
57671,1952,1952
57673,2000,2000
57676,1992,1992
57707,2008,2008
57713,1976,1976
57781,1972,1972
57787,1996,1996
57833,2012,2016
57844,1996,1996
57859,1992,1992
57873,1936,1936
57911,2016,2016
57925,1936,1936
57928,1972,1972
57938,1992,1992
57939,1992,1996
57940,1964,1964
57955,2016,2016
57983,2012,2012
57992,1988,1992
58007,2008,2012
58015,1960,1964
58019,2016,2016
58020,1896,1896
58052,1964,1972
58124,2004,2008
58168,1932,1932
58176,1952,1952
58188,1992,1992
58190,1968,1972
58214,1932,1932
58217,1984,1984
58220,2012,2016
58236,1976,1976
58240,1936,1936
58244,1956,1960
58293,2004,2008
58314,1920,1920
58315,1920,1924
58316,2012,2012
58323,2012,2012
58332,1976,1976
58340,2008,2012
58383,1964,1964
58408,1920,1920
58436,2004,2004
58443,2000,2008
58452,2016,2016
58455,2000,2004
58460,1996,2004
58461,2000,2000
58503,1992,2004
58519,2004,2004
58521,2000,2008
58534,1984,1984
58548,1912,1912
58549,1912,1912
58553,1968,1968
58581,1988,1988
58594,1984,1984
58598,1976,1988
58636,1972,1972
58638,1900,1900
58660,1960,1960
58661,2008,2008
58676,1936,1936
58680,1948,1948
58683,1968,1968
58684,2016,2016
58686,1964,1964
58701,2000,2004
58708,1996,1996
58711,1972,1972
58713,1932,1932
58717,1964,1964
58726,1984,1984
58749,2000,2008
58753,1996,1996
58754,2012,2012
58764,1912,1912
58782,1976,1976
58787,1932,1932
58799,1996,2008
58812,1936,1936
58832,1976,1976
58844,1936,1936
58848,1984,1988
58853,1932,1932
58861,1976,1984
58862,1968,1968
58879,1980,1980
58894,2016,2016
58938,1980,1980
58939,1948,1948
58951,2004,2004
58954,2004,2004
58970,1952,1952
58998,1992,1992
59022,2008,2008
59045,2008,2008
59049,1988,1988
59050,2016,2016
59064,1948,1948
59094,2000,2000
59116,1992,1992
59156,2008,2008
59174,1956,1956
59175,2004,2004
59183,1996,1996
59223,2008,2008
59248,1948,1948
59266,1896,1896
59307,2012,2016
59313,2008,2008
59332,1992,2004
59350,2000,2000
59352,2004,2012
59364,2004,2004
59365,2016,2016
59370,2008,2012
59374,1896,1896
59400,1996,1996
59430,2016,2016
59460,1988,1988
59476,1896,1896
59488,2008,2008
59489,2004,2008
59492,2016,2016
59499,2000,2000
59530,2000,2000
59557,1960,1960
59563,2012,2016
59570,2004,2004
59583,2000,2000
59585,1936,1936
59609,1992,2000
59624,2012,2012
59647,1948,1948
59654,1924,1924
59659,1932,1936
59661,1964,1964
59691,1964,1964
59712,1972,1972
59737,1952,1960
59743,1992,1992
59759,1996,2004
59772,1964,1964
59860,1988,1988
59866,2012,2012
59965,2012,2012
59975,2004,2004
60043,2008,2008
60060,1984,1984
60065,2000,2000
60152,1996,2000
60211,2012,2016
60272,1988,1988
60377,2008,2008
60413,1992,1992
60422,1928,1928
60426,1964,1964
60452,1980,1980
60480,1924,1928
60485,1992,2000
60494,2016,2016
60502,2008,2012
60511,1948,1948
60530,1984,1988
60533,1936,1936
60540,1948,1948
60558,1968,1972
60571,2000,2004
60574,1992,1996
60590,2000,2000
60647,2000,2000
60681,2008,2008
60698,2016,2016
60709,2004,2004
60717,2004,2004
60737,1920,1920
60768,1924,1924
60769,1964,1964
60778,2008,2008
60794,2004,2016
60804,1960,1960
60807,1980,1980
60817,2008,2008
60826,2016,2016
60832,1996,2000
60836,2004,2004
60839,1972,1972
60845,1996,1996
60846,1904,1906
60854,1992,1996
60858,1960,1960
60886,2008,2008
60893,2000,2012
60898,1932,1932
60904,1952,1952
60905,1968,1968
60907,1988,1988
60968,1932,1936
60972,1996,2008
61024,1988,1988
61048,1984,1984
61051,1924,1924
61092,1980,1980
61102,1972,1972
61116,1924,1928
61118,1960,1964
61122,1952,1956
61148,1992,1992
61156,1906,1906
61170,1908,1908
61199,1996,1996
61216,1980,1980
61223,2016,2016
61237,1996,2004
61276,1984,1984
61279,2004,2016
61304,1964,1964
61310,1956,1960
61326,2012,2016
61330,2000,2004
61332,1996,1996
61343,1956,1956
61358,2004,2008
61387,1968,1968
61402,1976,1976
61412,1960,1960
61423,2000,2004
61425,1952,1952
61428,1980,1980
61441,1956,1956
61474,2016,2016
61518,1984,1984
61532,1976,1976
61568,1976,1976
61569,1976,1976
61574,2000,2008
61599,1972,1972
61652,2016,2016
61668,1968,1968
61693,1972,1972
61702,1948,1952
61705,1900,1900
61715,2012,2016
61717,2004,2016
61731,1976,1976
61754,1972,1972
61761,1980,1980
61768,1972,1972
61775,2012,2016
61786,1980,1980
61787,1984,1984
61798,1996,1996
61802,1992,1992
61817,1968,1968
61821,1960,1960
61842,1976,1976
61847,1996,1996
61903,1992,1992
61923,2016,2016
61924,1956,1956
61944,1988,1996
61948,1996,1996
61957,1968,1968
61973,1956,1956
61983,2016,2016
61985,1924,1924
61996,1984,1988
62003,1952,1956
62016,1992,1992
62021,1932,1936
62030,1996,2000
62034,1952,1952
62045,1928,1928
62053,1932,1936
62056,1936,1936
62062,1964,1968
62063,1960,1964
62068,2016,2016
62090,2000,2008
62101,2004,2004
62133,1964,1968
62155,2000,2000
62171,1996,1996
62172,1960,1960
62218,2004,2008
62221,1996,1996
62229,1960,1964
62270,2004,2004
62280,1960,1960
62282,2008,2012
62283,2004,2004
62296,2000,2004
62304,1952,1952
62309,2008,2012
62319,2004,2008
62324,1972,1972
62330,2004,2004
62333,1980,1980
62347,2000,2008
62348,1996,1996
62429,2000,2000
62436,2016,2016
62491,1996,1996
62494,1952,1956
62523,1968,1968
62539,1960,1960
62543,1960,1960
62544,1960,1964
62545,1996,2000
62654,1988,1988
62675,1976,1980
62677,1924,1924
62694,1952,1952
62715,2016,2016
62716,2000,2000
62723,2000,2000
62732,2000,2000
62739,2008,2008
62826,1996,1996
62847,1960,1960
62862,2000,2000
62875,1996,1996
62885,2004,2012
62892,1928,1928
62898,2000,2000
62906,1920,1920
62914,1960,1960
62915,1984,1984
62931,2004,2016
62958,2008,2016
62968,2016,2016
62985,1976,1976
62991,1984,1984
63003,1964,1972
63020,2012,2016
63022,1976,1976
63023,1980,1980
63094,2004,2004
63103,1924,1924
63110,2004,2008
63114,1952,1952
63130,1984,1988
63137,1980,1980
63171,1968,1968
63172,1964,1964
63199,1972,1976
63268,2008,2012
63287,2016,2016
63307,2004,2008
63317,1972,1972
63337,2000,2000
63367,1996,2004
63377,1968,1972
63380,2008,2008
63408,2008,2008
63412,1996,1996
63422,1964,1964
63469,1948,1948
63488,2000,2004
63500,2000,2000
63504,1984,1984
63521,1996,2000
63557,1992,1992
63576,1968,1968
63600,2008,2016
63604,1956,1956
63619,1996,2008
63641,2016,2016
63643,2012,2016
63665,1984,1984
63708,2004,2004
63721,1976,1976
63728,1968,1968
63749,2016,2016
63761,1980,1980
63778,2016,2016
63819,1968,1972
63828,1976,1976
63840,1980,1980
63857,1968,1968
63869,1968,1968
63883,1968,1968
63902,1968,1968
63906,1996,2000
63912,2000,2004
63940,1972,1972
63968,1988,1988
63971,1964,1968
64008,2016,2016
64027,1972,1976
64039,1992,1996
64079,1960,1960
64114,2000,2004
64119,1996,1996
64146,1996,1996
64159,1972,1972
64177,2004,2008
64200,1984,1988
64214,1972,1972
64249,2008,2016
64270,1984,1984
64272,1960,1964
64290,2012,2012
64332,1972,1972
64338,1984,1984
64340,1920,1920
64349,1980,1980
64391,2000,2004
64398,1968,1968
64426,2008,2008
64427,1976,1980
64492,2000,2000
64503,1996,1996
64546,1924,1928
64557,2008,2008
64559,2004,2008
64594,2012,2012
64611,1968,1968
64620,2012,2012
64633,2012,2012
64635,1976,1976
64657,1992,1992
64659,1988,1988
64685,1908,1908
64690,1988,1992
64719,1980,1980
64748,1996,2000
64780,2012,2012
64786,2012,2012
64839,1992,1996
64842,1968,1972
64856,2016,2016
64924,1984,1984
64925,1908,1908
64962,1928,1928
64983,1912,1912
64996,1960,1960
65021,1948,1948
65031,1956,1956
65034,2000,2004
65059,1960,1964
65065,1992,1992
65072,1928,1932
65073,1964,1964
65079,1952,1952
65088,1992,1996
65097,2016,2016
65102,1968,1968
65107,1952,1952
65147,2016,2016
65174,1996,1996
65226,1972,1976
65241,1976,1976
65282,1996,1996
65288,2004,2008
65289,2000,2004
65371,2000,2000
65374,2008,2008
65375,1960,1968
65377,1988,1988
65382,1988,1988
65392,2004,2004
65403,1980,1980
65431,2008,2008
65450,1996,2000
65454,1996,1996
65501,1976,1976
65502,1952,1952
65504,2000,2000
65505,1996,2000
65506,2000,2000
65538,2016,2016
65544,1996,2004
65564,1992,1992
65588,2004,2004
65635,2004,2008
65681,2004,2004
65742,1924,1924
65744,1992,1992
65751,1992,1992
65758,2012,2016
65762,2008,2016
65770,2012,2016
65772,1996,2004
65783,2000,2000
65786,1932,1932
65816,1976,1976
65849,1900,1900
65858,1936,1936
65863,1960,1960
65873,1980,1980
65902,2000,2004
65905,2004,2012
65937,1988,1992
65942,2016,2016
65975,2004,2008
66006,2016,2016
66011,1928,1928
66012,1960,1960
66026,2012,2012
66049,1996,2000
66082,1964,1964
66083,1976,1976
66101,1992,1992
66107,1980,1980
66136,1928,1928
66166,1988,1992
66223,1948,1948
66240,1972,1972
66241,1996,1996
66242,1972,1976
66264,1992,1992
66298,1984,1984
66313,1996,1996
66331,1900,1900
66333,1964,1964
66363,1900,1900
66368,1948,1948
66379,1972,1972
66385,1988,1988
66390,2008,2008
66402,1976,1984
66411,1968,1972
66412,1976,1976
66419,1936,1936
66422,1992,1992
66448,1956,1956
66457,1920,1920
66460,1972,1972
66466,1964,1968
66473,1968,1968
66476,1912,1912
66514,1992,1992
66537,2004,2004
66546,2016,2016
66562,1960,1960
66571,1952,1952
66578,2000,2000
66579,1984,1984
66616,1996,1996
66637,1900,1900
66638,1936,1936
66640,1936,1936
66658,1996,2004
66664,1952,1956
66675,1976,1976
66685,1984,1984
66686,1984,1984
66726,2012,2016
66753,1980,1980
66807,1988,1988
66837,1952,1952
66853,2012,2012
66854,1984,1984
66855,1932,1936
66857,1960,1960
66876,1976,1976
66882,1952,1952
66883,1968,1972
66890,1988,1988
66893,1956,1960
66898,1960,1960
66943,1992,1992
66955,1984,1984
66967,1920,1920
66978,1960,1960
66982,1972,1972
66988,1964,1964
67021,1996,1996
67051,2016,2016
67083,1928,1928
67086,1900,1900
67098,2012,2016
67101,2008,2012
67123,1956,1956
67132,1996,2000
67177,2008,2008
67189,2012,2012
67234,1980,1980
67235,1952,1952
67252,1920,1920
67254,2000,2000
67258,2008,2012
67261,1952,1952
67287,1984,1984
67327,2012,2012
67340,1996,1996
67359,2012,2012
67361,1992,1992
67378,1964,1968
67399,1968,1968
67405,2012,2012
67423,2000,2004
67445,2008,2012
67449,1960,1960
67453,1976,1980
67475,1992,1996
67486,2000,2000
67496,2012,2016
67512,2012,2012
67516,1976,1976
67535,1972,1976
67549,1992,1992
67557,1996,1996
67564,2000,2000
67575,1996,1996
67585,1984,1984
67588,1984,1984
67596,1904,1904
67603,1900,1900
67607,1920,1920
67636,2012,2012
67639,1988,1988
67653,2008,2008
67670,1920,1924
67700,1992,1992
67713,1900,1900
67714,2012,2016
67727,1984,1984
67746,2012,2016
67752,1980,1980
67756,1964,1964
67757,1936,1936
67763,1928,1928
67783,1996,2000
67802,1992,1996
67825,2004,2004
67828,2004,2004
67834,2008,2008
67874,2000,2004
67895,2008,2008
67904,1996,1996
67931,1988,1988
67936,2016,2016
67983,1988,1988
67994,1996,1996
68004,2008,2008
68005,1996,2000
68006,1996,1996
68007,1996,1996
68008,2004,2004
68024,2000,2000
68040,2004,2004
68042,1980,1980
68049,1960,1960
68086,1976,1976
68090,1984,1992
68176,1968,1968
68188,1976,1976
68216,1972,1972
68223,2000,2000
68226,1956,1956
68250,1948,1948
68271,2008,2012
68276,1992,1996
68302,1924,1924
68303,1996,1996
68304,2000,2000
68316,2000,2000
68325,1996,1996
68343,1972,1972
68368,1952,1952
68374,1928,1928
68385,1936,1936
68419,1992,1996
68434,2008,2008
68445,1920,1920
68474,2000,2004
68478,1976,1976
68519,1992,1992
68536,1980,1988
68553,1988,1988
68559,1932,1936
68562,1980,1984
68570,1968,1972
68600,1972,1972
68605,1920,1920
68622,1984,1984
68632,2016,2016
68645,2004,2004
68669,2004,2008
68675,1984,1988
68707,1936,1936
68713,2008,2008
68718,1932,1936
68719,1964,1964
68720,1936,1936
68728,2008,2008
68729,2008,2008
68741,2004,2012
68749,1960,1960
68757,2008,2012
68764,2000,2000
68769,1960,1960
68790,2016,2016
68822,1906,1906
68853,1992,1992
68861,1964,1964
68884,2008,2008
68933,1976,1976
68939,1984,1984
68941,2016,2016
68964,1992,1996
68972,1992,1992
68977,1948,1948
69021,2008,2008
69030,1968,1968
69033,2016,2016
69042,2012,2012
69056,2000,2000
69057,1992,1996
69072,1900,1900
69076,2008,2008
69117,2004,2012
69134,2012,2012
69171,1976,1980
69175,2008,2008
69196,1952,1952
69214,1908,1908
69229,1992,2000
69257,1992,1992
69261,1972,1972
69262,1960,1964
69275,1900,1900
69288,2000,2012
69304,1988,1996
69352,2016,2016
69372,1964,1964
69389,2004,2004
69402,2008,2012
69406,2004,2004
69410,2000,2000
69414,1984,1984
69417,1984,1988
69427,1992,1992
69451,2008,2008
69495,1988,1988
69502,2000,2000
69507,2000,2000
69518,2016,2016
69532,2012,2012
69536,2008,2012
69575,2000,2000
69578,2012,2012
69587,2008,2008
69592,1984,1984
69594,2016,2016
69623,1984,1984
69662,1960,1960
69717,2012,2016
69775,2012,2012
69779,1972,1972
69784,2000,2000
69787,2016,2016
69830,2008,2012
69831,2012,2012
69832,2008,2008
69859,1964,1964
69876,1996,2008
69887,1996,2004
69889,2012,2012
69892,2000,2000
69894,1984,1988
69898,1956,1956
69903,2008,2012
69917,2012,2012
69919,1980,1980
69922,1996,2000
69923,1988,1992
69950,1992,2000
69951,1964,1964
69958,1996,2000
69961,1996,1996
69966,1984,1984
69977,1988,1992
69980,1988,1996
69984,2004,2008
69986,2016,2016
70009,2016,2016
70010,2004,2004
70062,1928,1928
70076,1960,1964
70098,2016,2016
70110,1936,1936
70120,1992,2000
70131,1984,1984
70135,1924,1924
70164,1912,1912
70206,1968,1972
70236,1912,1912
70247,1928,1928
70280,1928,1928
70282,1992,1996
70286,1960,1960
70295,1984,1984
70321,1948,1948
70324,1952,1952
70333,1976,1976
70339,1996,1996
70355,1992,1996
70356,1992,1996
70364,1948,1952
70369,1952,1952
70370,1932,1932
70371,2004,2004
70418,2012,2012
70428,1996,1996
70454,2000,2000
70456,1996,1996
70479,2000,2008
70490,2012,2016
70496,2016,2016
70498,2016,2016
70508,1996,1996
70531,1948,1956
70599,2008,2012
70610,1996,2000
70650,2004,2004
70654,2016,2016
70666,2012,2012
70679,2016,2016
70681,2000,2000
70690,2004,2004
70710,2008,2012
70712,2012,2016
70724,2012,2012
70737,2000,2004
70749,1988,1996
70780,1968,1972
70783,1980,1980
70787,1964,1968
70834,1976,1976
70854,2012,2016
70855,2012,2012
70889,2000,2000
70893,1992,1996
70915,1980,1980
70922,2008,2016
70940,2012,2012
70965,2004,2016
70974,1988,1988
70995,1988,1988
71009,1964,1964
71039,1996,1996
71064,1968,1968
71065,1964,1968
71069,1988,1988
71073,1936,1936
71076,1964,1964
71104,1980,1980
71175,1996,2000
71201,1964,1964
71206,1968,1968
71213,1984,1988
71243,1912,1912
71256,1960,1964
71271,1964,1964
71286,1996,2008
71291,1952,1952
71302,1980,1980
71311,1980,1980
71327,1976,1976
71329,1996,2004
71403,1988,1988
71418,2000,2000
71424,2000,2000
71444,1972,1972
71466,1988,1992
71478,1976,1984
71479,1988,1996
71482,1900,1900
71485,1996,1996
71493,1964,1964
71497,1988,1988
71509,2000,2004
71592,1976,1976
71632,1960,1964
71641,1992,1992
71642,1988,1988
71671,2012,2012
71672,1996,1996
71699,1932,1932
71710,1988,1988
71711,2008,2012
71723,1980,1980
71739,1992,1992
71777,2012,2016
71790,1980,1984
71797,2008,2012
71805,1912,1912
71824,2000,2000
71826,1928,1928
71838,1956,1956
71839,1956,1956
71846,1976,1976
71863,1988,1988
71864,2000,2000
71895,1992,1992
71899,1992,1992
71900,2000,2000
71926,2012,2016
71933,2008,2012
71946,1984,1984
71960,2004,2004
71986,2004,2004
72044,2012,2012
72077,1996,1996
72079,1964,1964
72113,1900,1900
72132,1900,1900
72142,2004,2004
72193,1964,1964
72216,1988,1988
72266,1928,1932
72273,1976,1976
72299,1992,1992
72302,1948,1948
72304,1912,1912
72309,1912,1912
72324,1964,1964
72326,1992,1992
72338,1948,1952
72339,1984,1984
72369,1988,1992
