ID,FirstYear,LastYear
23626,1976,1976
23650,1964,1964
23670,1976,1992
23694,1956,1960
23728,1900,1900
23761,2008,2008
23765,2008,2016
23792,2016,2016
23810,2000,2000
23811,1984,1988
23847,1932,1936
23868,2000,2008
23869,1972,1976
23874,2012,2016
23878,1980,1988
23901,1992,1992
23921,1996,2000
23934,2008,2008
23971,2012,2012
23972,2016,2016
23979,1984,1984
24031,1968,1968
24051,1988,2000
24054,1980,1984
24068,1988,1988
24085,1972,1972
24088,1968,1968
24093,2004,2016
24095,1968,1972
24099,1988,1992
24114,1936,1936
24119,1960,1964
24131,2004,2004
24139,1948,1956
24151,2000,2000
24152,1920,1920
24197,1976,1976
24208,1988,1988
24255,1972,1972
24271,1988,1988
24296,1936,1936
24301,1988,1988
24303,1980,1980
24317,2008,2016
24331,1972,1972
24389,1952,1952
24413,1980,1992
24415,1960,1964
24418,1948,1948
24431,1912,1912
24435,1968,1968
24493,1992,1992
24526,2000,2000
24544,1992,2000
24551,2012,2016
24572,1980,1980
24617,2012,2012
24618,2000,2000
24621,2016,2016
24644,1948,1948
24658,1948,1952
24660,1964,1964
24673,2012,2016
24716,1936,1936
24748,2004,2004
24806,2000,2000
24822,1984,1988
24828,2004,2004
24843,1992,1996
24849,2016,2016
24886,1984,1984
24894,1988,1988
24904,1980,1980
24911,2012,2012
24917,2004,2008
24925,1984,1984
24953,1988,1988
24955,1988,1996
24962,2008,2008
24964,1984,1984
24996,1984,1996
25002,1996,1996
25014,2004,2008
25054,1976,1976
25065,1906,1908
25094,1976,1976
25147,1996,2000
25171,2004,2004
25172,1980,1980
25181,2016,2016
25192,2008,2016
25193,1968,1972
25202,1980,1980
25215,1904,1908
25247,2000,2000
25260,2004,2004
25261,2004,2008
25304,2004,2008
25340,2008,2012
25341,1980,1984
25392,1960,1960
25393,1988,1992
25397,2016,2016
25433,2012,2012
25434,2016,2016
25453,2008,2008
25459,1988,1988
25523,2004,2008
25526,1968,1968
25541,2008,2008
25543,2008,2008
25545,2004,2012
25550,1928,1928
25553,1988,1992
25571,1960,1960
25574,1984,1988
25598,1984,1984
25607,1908,1908
25615,2004,2012
25620,2012,2016
25621,1948,1948
25632,1948,1952
25633,1948,1952
25646,1976,1992
25652,1932,1932
25659,1964,1964
25703,1996,2000
25727,1984,1988
25741,1968,1968
25797,1976,1976
25819,1988,1988
25825,1964,1964
25844,1960,1960
25876,2012,2012
25877,1968,1972
25900,1920,1920
25975,1992,2004
25992,1900,1900
26053,1924,1928
26073,2012,2016
26079,1992,1996
26124,2004,2008
26137,1964,1964
26138,1964,1964
26146,1948,1948
26152,1980,1980
26189,1976,1976
26210,1980,1980
26217,2008,2008
26238,1984,1984
26239,1952,1952
26260,1960,1960
26278,2000,2000
26291,1968,1972
26316,1936,1936
26399,2016,2016
26400,2016,2016
26413,1928,1928
26440,1976,1976
26442,2016,2016
26503,1948,1952
26521,1960,1964
26530,2008,2016
26531,1932,1932
26567,2000,2008
26595,1900,1900
26597,2008,2008
26611,1980,1988
26632,1936,1936
26658,2004,2004
26674,1960,1960
26707,1976,1980
26731,1960,1964
26747,1964,1968
26765,1976,1976
26828,1968,1968
26833,1992,1996
26844,1988,1988
26853,1976,1976
26856,1972,1972
26873,2016,2016
26884,1988,1988
26894,1972,1972
26898,1992,1996
26917,1964,1964
26925,2000,2000
26936,1908,1908
26958,1996,2000
26986,1936,1936
26994,2004,2004
27004,1984,1984
27010,1996,2000
27015,1920,1920
27025,2012,2012
27047,2008,2012
27048,2008,2016
27051,2004,2004
27079,1924,1924
27081,2004,2016
27084,1988,1988
27093,2012,2016
27100,1968,1968
27135,1984,1984
27162,2004,2004
27164,1960,1960
27181,2008,2008
27182,2000,2000
27192,1984,1984
27200,2004,2008
27227,1980,1984
27249,1976,1976
27252,1972,1976
27269,1980,1984
27271,1996,2000
27291,1996,2000
27299,1972,1976
27336,1984,1984
27345,1960,1964
27387,1988,1996
27455,1976,1976
27466,2008,2008
27479,2012,2012
27482,1920,1920
27498,1912,1912
27506,1972,1972
27527,2008,2008
27537,1960,1960
27542,1932,1936
27552,1988,1992
27562,1984,1984
27567,2008,2008
27618,1996,1996
27622,1956,1960
27629,1932,1932
27669,1988,1996
27693,1906,1912
27749,1992,1992
27808,1992,1996
27821,1956,1960
27842,2016,2016
27866,1996,1996
27869,1976,1976
27877,1936,1936
27886,2008,2008
27897,2012,2016
27902,2000,2000
27915,1988,1996
27919,1964,1968
27931,2004,2004
27933,1900,1900
27959,1956,1960
27983,1936,1936
27987,1996,1996
27998,1972,1972
28002,2012,2012
28045,2012,2012
28059,2004,2012
28077,2012,2016
28100,1972,1972
28101,2016,2016
28115,2008,2012
28134,1996,2000
28168,2004,2004
28211,2004,2004
28237,1960,1960
28247,1992,1992
28258,2000,2004
28296,2004,2004
28327,1984,1984
28343,2004,2012
28347,1904,1904
28353,1920,1928
28354,1920,1920
28368,1960,1964
28374,1920,1920
28392,2008,2008
28401,1992,1992
28409,1948,1948
28413,1988,1988
28414,1984,1984
28430,2016,2016
28446,2008,2008
28449,1980,1980
28481,1960,1964
28496,1996,2004
28510,1964,1964
28523,2000,2000
28524,2008,2008
28525,2000,2004
28541,2008,2008
28542,1964,1964
28551,2008,2008
28567,2000,2004
28569,2012,2016
28574,2016,2016
28621,2000,2004
28623,2004,2004
28633,1960,1960
28659,1984,1984
28667,2016,2016
28706,2008,2008
28710,1988,1992
28734,2016,2016
28756,2012,2012
28783,2012,2012
28786,1980,1980
28787,2008,2012
28796,1984,1984
28800,1976,1976
28840,1960,1964
28882,2008,2008
28889,1972,1972
28921,1968,1968
28924,2016,2016
28926,2012,2012
28937,2008,2016
28945,1964,1964
28951,2008,2008
28953,1956,1964
28955,1960,1960
28985,1988,1996
28991,1972,1972
28992,1980,1980
29002,1968,1968
29019,1984,1984
29028,1972,1972
29029,1972,1972
29032,1908,1908
29034,1928,1928
29045,2000,2000
29083,1960,1960
29128,1984,1984
29145,1996,2000
29182,1980,1980
29200,1992,1992
29211,2012,2012
29267,1948,1948
29311,2000,2000
29317,2012,2012
29334,1992,1992
29350,2004,2004
29363,2008,2008
29374,2016,2016
29401,1924,1924
29403,1988,1988
29443,1952,1952
29471,1960,1960
29517,1968,1968
29553,1992,1992
29555,2016,2016
29572,1936,1936
29600,1952,1956
29609,1960,1960
29612,1956,1956
29644,2012,2016
29668,2016,2016
29681,1984,1984
29746,1936,1936
29754,2016,2016
29775,2012,2016
29777,1976,1976
29778,1960,1960
29790,1976,1976
29813,2016,2016
29832,1984,1984
29868,2000,2008
29914,2012,2016
29939,2008,2016
29943,1992,1992
29944,1996,2004
29953,1924,1924
29961,2000,2000
29962,2012,2016
29979,1968,1968
29989,2016,2016
29990,1912,1912
30011,1920,1920
30026,2008,2012
30030,2000,2004
30049,1896,1896
30056,1952,1952
30089,1984,1988
30090,1900,1900
30092,1980,1980
30093,1980,1984
30094,2004,2004
30099,1980,1980
30138,2016,2016
30148,1992,1996
30154,2000,2012
30158,1936,1936
30161,2004,2004
30199,2000,2000
30204,1988,1988
30208,2008,2008
30211,2008,2008
30226,1948,1948
30228,2016,2016
30259,1972,1972
30298,2000,2008
30312,1996,1996
30358,1976,1976
30359,1924,1924
30370,2004,2008
30395,1948,1948
30407,2008,2012
30411,1964,1964
30446,2000,2000
30448,2000,2008
30473,1988,1988
30482,2008,2016
30484,2004,2004
30578,1992,1992
30579,1996,1996
30614,1968,1968
30624,2000,2000
30625,1964,1964
30627,1952,1956
30634,1988,1988
30645,2008,2012
30646,2008,2012
30674,2012,2012
30679,1968,1968
30686,1992,2000
30701,1976,1976
30725,1928,1928
30760,1908,1908
30761,1968,1968
30777,1912,1912
30784,1968,1968
30788,2016,2016
30801,1948,1948
30846,1968,1968
30852,1952,1952
30858,1964,1964
30861,1960,1960
30870,1968,1968
30882,2000,2004
30981,2008,2008
31012,2012,2016
31024,2004,2004
31030,2008,2012
31035,1988,1988
31069,2004,2012
31101,2008,2012
31102,1996,1996
31158,1980,1980
31169,1952,1952
31184,2000,2000
31192,1984,1984
31249,1988,1988
31250,1968,1972
31308,1964,1968
31351,1976,1980
31355,1952,1952
31359,2000,2000
31366,1968,1968
31373,1976,1976
31394,1924,1924
31399,1972,1972
31407,1968,1968
31414,2008,2008
31428,2004,2004
31436,1972,1976
31447,2000,2000
31451,2004,2004
31474,1932,1932
31493,1956,1956
31495,1972,1972
31510,1908,1908
31514,1988,1988
31516,1980,1980
31532,2008,2008
31553,1996,1996
31565,1988,1996
31567,1960,1968
31634,2016,2016
31639,2008,2008
31699,1972,1972
31704,1984,1984
31716,1972,1972
31773,1960,1960
31805,2012,2012
31849,1952,1952
31915,2016,2016
31930,1988,1992
31931,1980,1984
31945,2008,2012
31958,1984,1988
31971,2008,2012
31975,1948,1948
32014,2000,2000
32039,2016,2016
32053,2012,2012
32081,2004,2008
32082,1992,1996
32102,2008,2008
32107,1980,1980
32161,1952,1952
32163,1984,1984
32183,2000,2000
32188,1992,2000
32189,2000,2000
32201,2008,2008
32208,2012,2012
32247,1996,1996
32251,1988,1988
32298,1960,1960
32322,1948,1948
32331,2008,2008
32337,1968,1968
32369,1964,1964
32398,1956,1956
32407,2012,2016
32432,1960,1960
32463,1992,1992
32464,1972,1972
32465,1976,1976
32466,1972,1972
32497,1952,1956
32552,1972,1976
32554,2012,2016
32555,2012,2012
32596,1992,1992
32606,1964,1964
32629,1928,1928
32645,2004,2004
32699,1960,1960
32704,2012,2012
32793,2016,2016
32809,1936,1936
32831,1964,1964
32832,1936,1936
32845,1980,1980
32870,1992,1996
32876,2004,2004
32908,1976,1976
32910,1960,1960
32943,1980,1988
32945,1984,1984
32949,1960,1960
32956,1900,1900
32967,1964,1968
32974,1996,1996
32977,1964,1968
33006,1948,1948
33013,2000,2004
33014,1928,1928
33047,2000,2000
33079,2000,2016
33098,1960,1960
33101,1984,1984
33102,1980,1984
33103,1996,1996
33105,1988,1988
33123,2008,2008
33127,2008,2012
33165,1988,1988
33191,1992,1996
33194,1948,1948
33198,1952,1952
33211,1992,1992
33223,1964,1964
33245,1992,2004
33266,1988,1988
33299,1968,1976
33302,1988,1988
33309,1976,1976
33332,1984,1984
33368,2008,2012
33370,2004,2008
33398,1964,1964
33400,1900,1900
33416,1996,1996
33429,1956,1956
33431,2012,2016
33434,1972,1976
33446,1904,1904
33449,1988,1996
33450,2016,2016
33454,2000,2004
33467,1980,1984
33480,1968,1968
33527,1960,1960
33546,1956,1956
33549,1924,1924
33559,2008,2008
33585,1960,1964
33615,2008,2008
33626,1976,1976
33645,1908,1908
33657,2016,2016
33680,2004,2008
33691,1984,1984
33700,1936,1936
33715,1988,1992
33745,2008,2012
33767,1912,1912
33770,1984,1988
33774,2000,2000
33777,1960,1960
33793,1972,1972
33811,1972,1972
33824,2008,2008
33856,1984,1984
33866,1992,2000
33895,2004,2008
33909,2000,2012
33928,1984,1984
33958,2012,2012
33972,2008,2008
33978,1960,1960
33997,2016,2016
34017,1988,1992
34019,1988,1988
34046,2000,2000
34048,2016,2016
34051,2008,2008
34052,2004,2004
34093,1964,1964
34095,1984,1984
34106,2008,2008
34141,1960,1960
34145,2012,2012
34178,1972,1972
34184,1984,1984
34192,1968,1972
34222,2000,2000
34258,2000,2004
34260,2012,2016
34272,1928,1928
34278,1988,1988
34283,2000,2000
34338,2012,2012
34342,1976,1976
34378,1972,1972
34381,1948,1948
34386,1980,1980
34414,1980,1980
34467,2012,2016
34470,1968,1968
34525,2012,2012
34533,2000,2004
34565,2008,2008
34568,1960,1960
34585,1980,1988
34607,1984,1984
34616,1988,1988
34659,1964,1964
34673,2000,2000
34678,1900,1900
34688,1964,1964
34694,1988,1988
34709,2000,2000
34723,1984,1988
34730,1964,1968
34746,1988,1988
34772,1988,1988
34826,1992,1992
34832,1988,1996
34862,1988,1992
34880,2000,2004
34914,2004,2008
34922,1972,1972
34923,1968,1968
34924,1968,1968
34925,1972,1972
34928,2008,2016
34929,1968,1968
34942,1984,1984
34986,1968,1972
34996,2004,2008
35000,1996,1996
35006,1992,1992
35032,1964,1964
35039,2000,2008
35055,1968,1968
35078,1980,1980
35079,2000,2008
35081,2008,2012
35096,1988,1988
35117,1908,1908
35122,1980,1980
35123,1980,1980
35124,1932,1936
35125,2008,2008
35133,1968,1968
35138,1988,1996
35139,1984,1984
35153,1936,1936
35206,1952,1952
35244,1968,1968
35260,1984,1984
35269,1996,2004
35277,1960,1960
35286,1968,1968
35296,2012,2016
35309,2004,2004
35317,2000,2004
35333,2000,2000
35334,1992,1996
35336,2004,2012
35356,1960,1968
35377,2012,2012
35389,1968,1968
35400,1972,1972
35405,1972,1972
35438,1964,1964
35442,1972,1972
35447,2012,2012
35450,1968,1976
35453,2000,2000
35464,1996,2000
35501,2000,2004
35502,1996,2000
35517,1936,1936
35561,1972,1972
35582,1952,1956
35603,1932,1932
35608,1996,2004
35649,1984,1984
35674,1908,1908
35705,1972,1972
35720,1932,1936
35732,1980,1980
35773,1980,1980
35794,1988,1988
35814,1912,1912
35815,2016,2016
35826,1936,1936
35829,1992,1992
35839,2016,2016
35845,1984,1984
35849,1924,1928
35856,1984,1984
35859,1972,1976
35873,1992,1996
35878,1992,1992
35886,2000,2008
35905,1992,1992
35922,1992,1992
35998,1980,1980
36008,1988,1988
36019,1988,1988
36024,2012,2012
36025,1992,1992
36044,1988,1988
36063,2016,2016
36080,2000,2000
36103,2000,2000
36120,2000,2000
36122,1956,1960
36123,1960,1960
36131,1976,1976
36140,1964,1964
36160,1976,1976
36177,2012,2012
36180,2008,2008
36184,2012,2016
36192,1988,1996
36198,1980,1980
36209,1932,1932
36222,1948,1948
36223,2012,2012
36231,1952,1956
36236,1976,1980
36249,2008,2008
36255,1968,1968
36287,1996,1996
36310,1980,1980
36312,1976,1976
36324,1932,1932
36331,2016,2016
36369,1988,1992
36376,1988,1992
36378,1992,1992
36398,2000,2004
36399,1964,1968
36405,1960,1968
36435,1988,2008
36442,1908,1908
36443,2008,2012
36449,1908,1912
36468,1964,1964
36487,1948,1948
36495,1988,1988
36561,1996,1996
36562,1964,1964
36564,1996,1996
36598,1988,1988
36620,1992,1992
36621,1936,1936
36627,2008,2016
36631,1928,1928
36634,1980,1984
36636,1980,1984
36637,2016,2016
36659,1932,1932
36660,2012,2012
36663,2000,2004
36672,1972,1972
36679,2004,2004
36683,1928,1932
36684,1996,1996
36690,1936,1936
36698,1992,1996
36699,1992,1996
36712,1980,1984
36742,2000,2000
36743,1980,1980
36753,1988,1988
36756,1960,1964
36769,1972,1972
36785,2012,2016
36839,2008,2012
36840,1956,1964
36843,1956,1956
36861,2004,2012
36868,2012,2016
36876,1920,1924
36883,2004,2004
36893,2012,2016
36938,1936,1936
36949,1984,1984
36950,1948,1952
36958,1976,1976
36989,1952,1952
36990,1936,1936
37001,1936,1936
37040,1988,1992
37048,1996,2008
37052,1964,1968
37084,1988,1988
37109,1972,1972
37121,1900,1900
37162,1960,1960
37194,1988,1988
37219,1984,1984
37225,2008,2016
37248,1976,1980
37301,1992,2012
37308,2012,2016
37326,1968,1968
37348,1956,1960
37355,1992,1992
37397,2004,2004
37401,2000,2000
37402,2012,2016
37430,2008,2008
37446,1976,1976
37457,1984,1984
37470,1960,1960
37482,2008,2016
37483,1968,1968
37490,2016,2016
37502,1988,1992
37503,1960,1964
37508,1972,1972
37513,2008,2008
37566,1960,1964
37583,1964,1964
37590,1972,1972
37625,1900,1900
37631,1972,1972
37638,1996,2000
37655,2016,2016
37672,1976,1976
37673,1972,1976
37699,1952,1952
37701,1984,1988
37703,1956,1956
37712,1936,1936
37731,2008,2008
37740,1992,2000
37744,1980,1980
37779,1984,1984
37792,1928,1928
37812,1936,1936
37920,1904,1904
37923,1948,1948
37930,1960,1960
37935,1984,1984
37949,1992,1992
38005,1984,1984
38024,2000,2004
38031,2004,2008
38047,2004,2004
38048,1996,1996
38068,2004,2004
38107,1900,1900
38113,2016,2016
38124,1968,1968
38135,1956,1960
38154,2000,2000
38156,2000,2000
38170,2008,2008
38192,1952,1952
38195,2004,2008
38200,1992,1992
38215,1928,1928
38216,2008,2008
38239,2016,2016
38247,1920,1920
38249,2004,2004
38260,2012,2016
38261,2000,2000
38276,1984,1984
38292,2008,2012
38299,1976,1976
38347,2008,2008
38353,2004,2008
38355,2012,2012
38385,2012,2012
38393,2004,2004
38397,2004,2012
38438,1996,1996
38451,1976,1976
38453,1928,1932
38460,1948,1948
38461,1988,1992
38470,1988,1988
38494,1972,1972
38532,1980,1980
38569,1972,1976
38573,2012,2012
38577,1968,1968
38649,2012,2012
38660,2000,2000
38684,1948,1948
38698,2008,2008
38704,2004,2016
38713,2000,2000
38727,2012,2016
38818,1984,1984
38866,1956,1956
38885,1952,1952
38889,2000,2000
38908,1996,1996
38923,1972,1972
38955,2008,2008
38957,2016,2016
38969,2000,2004
38971,1968,1972
39002,2016,2016
39004,2016,2016
39027,2000,2000
39028,1956,1960
39088,1904,1904
39160,1996,2000
39182,1960,1960
39205,1988,1988
39215,1900,1900
39233,1936,1936
39241,1992,1996
39267,1976,1976
39284,2012,2016
39287,2012,2012
39289,2016,2016
39298,2012,2012
39319,1996,1996
39336,1964,1964
39380,1972,1976
39383,1980,1980
39416,1900,1900
39426,1956,1956
39440,2012,2012
39443,2012,2012
39461,1936,1936
39504,1972,1972
39574,2004,2004
39612,1976,1976
39617,1976,1976
39652,1924,1928
39666,1948,1956
39668,2000,2000
39672,2008,2016
39679,1980,1980
39703,2004,2008
39704,2008,2012
39749,1952,1952
39750,1968,1968
39807,1964,1964
39842,1996,2000
39843,1992,1992
39861,1992,1992
39863,2012,2012
39879,1996,2000
39898,1980,1980
39915,2012,2012
39937,1976,1976
39941,1988,1988
39957,1984,1984
39965,1956,1956
39978,1988,1988
39999,2000,2008
40009,2004,2004
40035,1996,1996
40077,1988,1988
40104,2000,2016
40112,2008,2008
40122,2012,2012
40133,1996,1996
40138,2012,2012
40144,1928,1928
40147,1948,1948
40156,2000,2000
40162,2004,2008
40164,1948,1948
40165,1976,1976
40166,1948,1948
40170,2004,2004
40176,1956,1956
40196,1968,1968
40230,1992,1992
40263,1948,1948
40266,1924,1924
40277,1948,1952
40280,2008,2008
40281,1964,1968
40293,1956,1956
40300,1988,1988
40305,2000,2000
40308,1932,1932
40332,1960,1960
40357,1968,1968
40368,1988,1996
40387,1928,1928
40388,1936,1936
40403,2004,2016
40414,2000,2008
40443,1984,1984
40444,1972,1976
40490,2004,2004
40536,2016,2016
40546,1992,1992
40555,2000,2008
40581,1956,1956
40590,1960,1972
40602,2000,2000
40645,1996,1996
40648,2004,2004
40659,1988,1992
40678,1924,1924
40682,2012,2016
40742,2000,2004
40756,1952,1956
40766,2008,2008
40769,1988,1992
40782,2016,2016
40839,2008,2016
40868,2004,2004
40893,1996,1996
40906,1960,1960
40934,1932,1932
40940,2004,2012
40944,2004,2008
40962,1912,1912
40971,1992,1992
41016,1908,1908
41022,1904,1904
41026,1968,1968
41032,2000,2000
41035,2000,2000
41066,1980,1980
41071,1976,1976
41085,1992,2000
41113,2000,2004
41196,2012,2016
41197,1980,1988
41207,1996,1996
41219,1960,1960
41241,1936,1936
41253,2004,2008
41258,2016,2016
41261,1988,1988
41271,2008,2008
41275,2012,2012
41276,1956,1956
41280,2012,2012
41282,1968,1968
41310,2016,2016
41347,1976,1976
41350,1968,1968
41359,1936,1936
41379,1952,1956
41444,1948,1960
41473,2000,2000
41475,2008,2008
41490,1976,1976
41500,1996,1996
41506,1992,1992
41511,2008,2012
41514,1968,1968
41526,1972,1972
41530,2016,2016
41539,1996,1996
41545,1968,1968
41555,1996,1996
41558,1928,1928
41584,1948,1948
41602,1992,1996
41607,2016,2016
41637,1968,1968
41641,1988,1992
41666,1948,1948
41677,1908,1920
41683,1976,1976
41689,1976,1980
41702,1996,1996
41703,1968,1968
41704,1968,1968
41713,1904,1908
41729,1980,1980
41732,1984,1984
41733,1956,1956
41754,1952,1952
41757,1968,1968
41778,1980,1980
41790,2008,2008
41791,1928,1928
41823,1948,1956
41827,1984,1984
41832,1976,1980
41846,1972,1972
41879,2008,2012
41905,1992,1992
41918,1980,1980
41931,1980,1980
41938,1956,1960
41940,1972,1972
41955,1988,1988
41957,2016,2016
41960,1984,1988
41972,2012,2012
41977,2004,2008
41984,2004,2004
41996,1964,1964
41998,1952,1952
42018,1960,1964
42020,2004,2008
42021,2004,2004
42064,1956,1956
42065,1972,1972
42100,1968,1968
42106,1956,1956
42113,1932,1936
42114,2016,2016
42115,2012,2012
42139,1964,1964
42166,2012,2016
42182,1980,1980
42221,1964,1964
42236,1996,1996
42240,2016,2016
42267,2000,2004
42283,1976,1976
42342,1952,1952
42343,1984,1984
42358,2016,2016
42365,1984,1984
42373,2008,2008
42388,2012,2016
42405,2008,2008
42412,2012,2012
42421,1988,1988
42435,1956,1956
42436,1936,1936
42463,2016,2016
42475,2016,2016
42525,1976,1976
42529,1972,1972
42540,1968,1968
42547,1980,1980
42548,1976,1976
42549,1956,1956
42580,1968,1968
42591,2008,2016
42612,1952,1952
42633,1908,1908
42635,1972,1972
42641,1988,1988
42684,2008,2008
42689,1988,1988
42708,1976,1976
42717,1908,1912
42720,1964,1968
42728,1992,1992
42767,1952,1952
42772,1928,1928
42775,1960,1960
42782,2000,2000
42803,2008,2012
42806,1996,1996
42815,1984,1984
42832,1976,1976
42859,1956,1956
42892,1996,2004
42912,2004,2012
42937,1952,1952
42942,1984,1984
42948,1952,1952
42953,2008,2012
42957,1976,1976
42961,2016,2016
42977,1964,1964
42999,1956,1956
43002,1988,1988
43024,1980,1980
43046,1972,1972
43048,1960,1960
43068,1972,1972
43080,1936,1936
43103,2012,2012
43136,2000,2008
43141,1960,1964
43151,1984,1988
43168,1968,1968
43180,1964,1964
43183,1912,1912
43213,1996,1996
43230,1992,1992
43233,1960,1960
43241,2016,2016
43248,1972,1972
43249,1972,1972
43250,1996,1996
43292,1968,1968
43296,2016,2016
43338,1964,1968
43351,1996,1996
43417,2000,2000
43455,1984,1984
43468,1972,1984
43485,2016,2016
43528,2008,2012
43534,2004,2004
43567,1992,1992
43585,1948,1948
43586,1972,1972
43603,2000,2000
43610,1968,1968
43622,1920,1920
43684,2008,2016
43686,1984,1984
43709,1952,1952
43731,1988,1988
43744,1976,1976
43747,1948,1948
43767,2008,2008
43776,1996,2000
43838,1964,1964
43839,1956,1956
43841,1964,1964
43853,1908,1908
43868,2008,2012
43883,1976,1976
43895,2004,2008
43898,2016,2016
43912,2016,2016
43942,1968,1972
43961,1984,1984
43996,2012,2012
44017,1972,1972
44028,2000,2000
44030,1996,1996
44032,2016,2016
44050,1968,1968
44051,2012,2012
44056,1988,1988
44069,2004,2004
44072,1992,1996
44082,2012,2016
44089,1928,1928
44106,1928,1928
44112,1980,1980
44118,1968,1968
44124,1968,1968
44128,2000,2004
44151,2012,2016
44171,1932,1932
44182,2016,2016
44184,1984,1988
44194,1948,1952
44208,1912,1912
44213,1988,2000
44220,2004,2004
44222,1988,1992
44231,2016,2016
44259,1960,1964
44271,1988,1992
44272,1960,1960
44277,1936,1936
44282,2012,2012
44289,1964,1968
44292,1948,1948
44296,1972,1972
44297,1972,1972
44300,2000,2000
44304,1988,1988
44331,1988,1988
44335,1988,1988
44337,2004,2004
44344,1968,1972
44349,2012,2012
44352,1952,1956
44365,1920,1924
44368,1952,1952
44376,1936,1936
44380,2016,2016
44392,1984,1992
44410,2004,2016
44411,2012,2016
44415,2004,2004
44454,1952,1952
44469,1992,1992
44479,2016,2016
44485,1956,1956
44499,1960,1960
44527,2000,2000
44532,1992,1992
44541,2016,2016
44547,2008,2008
44548,2016,2016
44557,2004,2012
44564,2004,2004
44567,1976,1976
44569,2000,2008
44602,1992,1992
44605,1964,1964
44608,1988,1988
44618,2016,2016
44620,2012,2012
44623,2008,2012
44640,1992,1996
44654,1984,1984
44655,1984,1984
44659,2008,2008
44671,1968,1968
44688,1964,1964
44745,2012,2016
44750,2000,2000
44756,1912,1912
44759,1996,1996
44771,2016,2016
44834,1900,1900
44842,1992,1992
44845,1960,1960
44852,2012,2012
44875,1896,1896
44876,1906,1908
44885,1980,1984
44897,2000,2000
44898,1948,1948
44939,1936,1936
44946,2016,2016
44954,1948,1948
44970,1988,1988
44975,2000,2000
44980,1980,1980
45009,1968,1976
45018,1968,1968
45025,2008,2012
45039,1996,2004
45067,1964,1964
45078,1948,1948
45100,1964,1964
45101,1932,1932
45102,1952,1952
45132,1984,1992
45133,2008,2016
45159,2012,2012
45180,1952,1952
45191,1964,1964
45193,2008,2008
45214,1928,1928
45248,1936,1936
45266,2008,2012
45281,1956,1956
45355,1904,1904
45384,2008,2008
45394,1912,1912
45400,1960,1960
45404,1936,1936
45435,2000,2004
45469,2012,2012
45493,1996,2000
45495,1988,1988
45522,1936,1936
45539,1904,1904
45551,1928,1928
45556,1904,1904
45565,1976,1976
45572,1976,1976
45597,1956,1956
45621,2000,2000
45629,1988,1988
45632,1968,1968
45635,2012,2012
45648,2016,2016
45684,2004,2012
45702,1988,1992
45753,1948,1956
45821,2016,2016
45823,1992,1996
45825,2004,2004
45832,1908,1912
45835,1912,1912
45846,1976,1976
45852,2016,2016
45859,2016,2016
45881,2012,2012
45886,1976,1976
45891,1952,1956
45899,1976,1976
45901,1968,1968
45908,1988,1988
45926,2008,2008
45959,2000,2004
45966,1984,1996
45980,1996,1996
45987,1964,1964
45988,1924,1936
46006,1912,1912
46015,2012,2012
46022,1976,1976
46033,1908,1912
46038,1996,1996
46039,1972,1980
46070,2016,2016
46074,1928,1928
46083,1960,1964
46086,1996,1996
46120,1984,1988
46138,1976,1976
46152,1920,1920
46157,1960,1960
46161,1968,1972
46168,2012,2016
46176,1992,1996
46181,2000,2000
46192,1952,1952
46201,1968,1972
46203,1960,1960
46205,1952,1952
46218,2000,2004
46228,1948,1948
46239,1936,1936
46240,1972,1972
46246,2000,2004
46289,1976,1976
46326,1972,1976
46337,2008,2008
46340,1992,1996
46341,1976,1976
46342,1948,1948
46357,1976,1976
46388,1968,1968
46389,1972,1972
46393,1992,1996
46396,1956,1956
46398,2016,2016
46403,2016,2016
46442,1952,1952
46477,2000,2000
46493,1988,1988
46508,1936,1936
46515,1984,1984
46519,1908,1908
46530,2012,2016
46537,1936,1936
46568,1912,1928
46578,1976,1976
46583,1976,1976
46589,2016,2016
46637,2016,2016
46684,1980,1984
46695,2004,2008
46712,1980,1980
46714,1936,1936
46747,1952,1952
46752,1972,1972
46756,2000,2004
46763,1952,1952
46793,1920,1920
46803,1964,1964
46811,1992,2000
46829,2004,2012
46838,1988,1988
46841,1984,1984
46848,1960,1960
46849,2000,2000
46867,2004,2008
46870,1908,1908
46874,1956,1956
46884,2008,2012
46895,2012,2012
46897,1992,1992
46900,1928,1928
46911,1964,1964
46923,1992,1996
46926,2012,2016
46954,1952,1952
46968,1906,1912
46978,1924,1924
46998,1984,1984
47009,1984,1984
47023,1908,1912
47074,1976,1976
47075,1912,1912
47079,2008,2008
47081,1988,1996
47117,2008,2016
47118,1960,1964
47127,2008,2016
47177,1936,1936
47194,1972,1972
47204,2016,2016
47214,1948,1952
47218,1996,1996
47236,1996,1996
47248,2000,2004
47249,1936,1936
47252,2004,2004
47258,1936,1936
47260,1976,1976
47264,2008,2008
47298,1928,1928
47310,2012,2016
47312,2000,2004
47340,1928,1928
47384,2016,2016
47398,1984,1984
47415,2000,2004
47451,1972,1972
47466,1956,1956
47476,1936,1936
47492,1948,1948
47504,2000,2004
47505,1996,1996
47506,1996,2000
47508,2008,2012
47509,2008,2016
47512,1968,1968
47513,1980,1980
47534,1976,1976
47547,1996,1996
47549,1984,1984
47558,1972,1976
47563,1992,1992
47580,1996,1996
47613,1900,1900
47623,2016,2016
47625,1992,2004
47630,1984,1988
